Date,Product,Category,Region,Quantity,Unit_Price,Discount_%,Revenue,Cost,Profit,Month,Month_Str
2024-12-11,Coffee Maker,Home & Kitchen,West,4,72.0,0,288.0,168.02,119.98,2024-12,Dec 2024
2024-02-16,Bluetooth Speaker,Electronics,North,5,64.34,0,321.7,149.72,171.98,2024-02,Feb 2024
2024-12-23,Coffee Maker,Home & Kitchen,North,1,84.96,0,84.96,47.59,37.37,2024-12,Dec 2024
2024-12-06,Bluetooth Speaker,Electronics,South,4,65.18,0,260.72,150.27,110.45,2024-12,Dec 2024
2024-06-02,Air Fryer,Home & Kitchen,North,2,100.63,0,201.26,98.14,103.12,2024-06,Jun 2024
2024-12-01,Wireless Headphones,Electronics,West,4,82.05,0,328.2,213.22,114.98,2024-12,Dec 2024
2024-08-03,Air Fryer,Home & Kitchen,East,5,89.63,0,448.15,257.74,190.41,2024-08,Aug 2024
2024-05-14,Cutting Board,Home & Kitchen,West,2,24.26,0,48.52,23.09,25.43,2024-05,May 2024
2024-03-27,Cutting Board,Home & Kitchen,East,2,25.06,0,50.12,25.85,24.27,2024-03,Mar 2024
2024-03-06,Coffee Maker,Home & Kitchen,East,2,82.21,5,156.2,72.05,84.15,2024-03,Mar 2024
2024-07-27,Knife Set,Home & Kitchen,East,3,49.12,0,147.36,83.4,63.96,2024-07,Jul 2024
2024-10-27,Laptop Stand,Electronics,North,2,44.85,0,89.7,56.89,32.81,2024-10,Oct 2024
2024-01-16,Jump Rope,Sports,Central,3,12.35,0,37.05,17.83,19.22,2024-01,Jan 2024
2024-08-05,Blender,Home & Kitchen,West,3,59.53,10,160.73,77.65,83.08,2024-08,Aug 2024
2024-06-26,Smart Watch,Electronics,South,3,147.74,0,443.22,277.34,165.88,2024-06,Jun 2024
2024-05-11,Smart Watch,Electronics,Central,4,147.6,10,531.36,311.04,220.32,2024-05,May 2024
2024-11-05,Yoga Pants,Clothing,South,4,37.15,0,148.6,79.44,69.16,2024-11,Nov 2024
2024-04-16,Business Strategy,Books,North,5,20.67,0,103.35,49.96,53.39,2024-04,Apr 2024
2024-06-17,Gym Gloves,Sports,North,2,18.13,0,36.26,21.27,14.99,2024-06,Jun 2024
2024-03-25,Cutting Board,Home & Kitchen,North,1,26.95,0,26.95,16.61,10.34,2024-03,Mar 2024
2024-06-24,Gym Gloves,Sports,North,3,18.67,0,56.01,26.68,29.33,2024-06,Jun 2024
2024-07-29,Resistance Bands,Sports,North,3,21.64,0,64.92,37.4,27.52,2024-07,Jul 2024
2024-12-02,Casual T-Shirt,Clothing,South,2,21.74,10,39.13,18.98,20.15,2024-12,Dec 2024
2024-04-09,Yoga Mat,Sports,East,2,33.38,10,60.08,34.64,25.44,2024-04,Apr 2024
2024-12-14,Coffee Maker,Home & Kitchen,North,4,81.0,0,324.0,199.13,124.87,2024-12,Dec 2024
2024-03-02,Laptop Stand,Electronics,South,2,41.47,0,82.94,52.41,30.53,2024-03,Mar 2024
2024-11-08,Smart Watch,Electronics,North,5,142.0,0,710.0,456.59,253.41,2024-11,Nov 2024
2024-03-09,Jump Rope,Sports,West,5,13.11,0,65.55,33.42,32.13,2024-03,Mar 2024
2024-07-03,USB-C Hub,Electronics,West,5,32.12,0,160.6,103.79,56.81,2024-07,Jul 2024
2024-08-18,Air Fryer,Home & Kitchen,West,4,91.83,0,367.32,166.66,200.66,2024-08,Aug 2024
2024-02-16,USB-C Hub,Electronics,North,2,33.21,0,66.42,36.31,30.11,2024-02,Feb 2024
2024-06-19,Smart Watch,Electronics,West,1,156.53,0,156.53,74.44,82.09,2024-06,Jun 2024
2024-01-26,Blender,Home & Kitchen,Central,1,58.48,0,58.48,35.63,22.85,2024-01,Jan 2024
2024-01-11,Coffee Maker,Home & Kitchen,West,2,77.69,0,155.38,72.83,82.55,2024-01,Jan 2024
2024-04-23,Bluetooth Speaker,Electronics,North,3,68.07,0,204.21,112.56,91.65,2024-04,Apr 2024
2024-10-07,Wireless Headphones,Electronics,North,3,87.34,0,262.02,125.45,136.57,2024-10,Oct 2024
2024-03-23,Smart Watch,Electronics,South,2,134.32,0,268.64,159.47,109.17,2024-03,Mar 2024
2024-01-16,Yoga Pants,Clothing,South,2,37.42,0,74.84,40.27,34.57,2024-01,Jan 2024
2024-01-22,Wireless Headphones,Electronics,South,5,80.62,0,403.1,185.66,217.44,2024-01,Jan 2024
2024-05-23,Cutting Board,Home & Kitchen,East,5,27.48,0,137.4,75.18,62.22,2024-05,May 2024
2024-02-19,Air Fryer,Home & Kitchen,Central,2,103.33,0,206.66,113.35,93.31,2024-02,Feb 2024
2024-05-29,Bluetooth Speaker,Electronics,South,2,65.43,0,130.86,73.1,57.76,2024-05,May 2024
2024-07-31,Smart Watch,Electronics,Central,1,139.51,0,139.51,64.2,75.31,2024-07,Jul 2024
2024-02-20,Running Shoes,Clothing,Central,2,73.78,0,147.56,68.89,78.67,2024-02,Feb 2024
2024-07-28,Yoga Mat,Sports,West,1,32.72,0,32.72,16.33,16.39,2024-07,Jul 2024
2024-04-01,Cutting Board,Home & Kitchen,Central,5,26.96,0,134.8,69.58,65.22,2024-04,Apr 2024
2024-05-18,Laptop Stand,Electronics,East,2,42.41,0,84.82,42.94,41.88,2024-05,May 2024
2024-07-26,Denim Jacket,Clothing,Central,2,55.24,0,110.48,56.33,54.15,2024-07,Jul 2024
2024-08-19,Smart Watch,Electronics,West,2,163.31,0,326.62,195.45,131.17,2024-08,Aug 2024
2024-12-11,Bluetooth Speaker,Electronics,East,2,63.29,0,126.58,77.49,49.09,2024-12,Dec 2024
2024-02-13,Denim Jacket,Clothing,North,4,54.97,0,219.88,129.25,90.63,2024-02,Feb 2024
2024-07-22,Yoga Pants,Clothing,West,2,37.61,5,71.46,44.31,27.15,2024-07,Jul 2024
2024-12-12,Laptop Stand,Electronics,North,1,43.89,10,39.5,19.94,19.56,2024-12,Dec 2024
2024-01-31,Yoga Pants,Clothing,Central,3,37.14,0,111.42,62.77,48.65,2024-01,Jan 2024
2024-06-28,Gym Gloves,Sports,West,5,19.45,0,97.25,59.68,37.57,2024-06,Jun 2024
2024-01-26,Air Fryer,Home & Kitchen,East,1,92.06,0,92.06,44.6,47.46,2024-01,Jan 2024
2024-11-08,Jump Rope,Sports,East,3,12.34,0,37.02,20.99,16.03,2024-11,Nov 2024
2024-11-04,Wireless Headphones,Electronics,West,4,89.03,0,356.12,213.92,142.2,2024-11,Nov 2024
2024-01-16,Smart Watch,Electronics,West,2,141.87,0,283.74,127.72,156.02,2024-01,Jan 2024
2024-06-26,Jump Rope,Sports,North,5,13.11,10,59.0,34.77,24.23,2024-06,Jun 2024
2024-06-17,Bluetooth Speaker,Electronics,North,2,69.86,0,139.72,87.09,52.63,2024-06,Jun 2024
2024-08-14,Knife Set,Home & Kitchen,South,2,46.8,0,93.6,44.1,49.5,2024-08,Aug 2024
2024-10-05,Air Fryer,Home & Kitchen,North,1,96.26,0,96.26,53.51,42.75,2024-10,Oct 2024
2024-03-17,Cutting Board,Home & Kitchen,East,2,24.95,5,47.4,29.22,18.18,2024-03,Mar 2024
2024-01-17,Running Shoes,Clothing,Central,3,71.08,0,213.24,116.71,96.53,2024-01,Jan 2024
2024-12-09,Casual T-Shirt,Clothing,Central,5,18.43,0,92.15,44.61,47.54,2024-12,Dec 2024
2024-09-28,Running Shoes,Clothing,North,3,75.66,0,226.98,118.33,108.65,2024-09,Sep 2024
2024-09-29,Denim Jacket,Clothing,South,1,59.97,0,59.97,35.75,24.22,2024-09,Sep 2024
2024-09-15,Bluetooth Speaker,Electronics,North,4,68.59,0,274.36,154.4,119.96,2024-09,Sep 2024
2024-08-24,Smart Watch,Electronics,East,2,158.49,0,316.98,154.28,162.7,2024-08,Aug 2024
2024-04-15,Business Strategy,Books,Central,1,22.08,0,22.08,10.48,11.6,2024-04,Apr 2024
2024-10-14,Laptop Stand,Electronics,South,4,45.4,0,181.6,107.23,74.37,2024-10,Oct 2024
2024-03-26,Knife Set,Home & Kitchen,West,3,42.32,0,126.96,66.87,60.09,2024-03,Mar 2024
2024-04-09,Data Science Guide,Books,West,3,27.91,0,83.73,43.97,39.76,2024-04,Apr 2024
2024-12-29,Python Programming,Books,North,2,28.68,0,57.36,33.84,23.52,2024-12,Dec 2024
2024-11-26,Laptop Stand,Electronics,West,4,43.75,0,175.0,109.41,65.59,2024-11,Nov 2024
2024-07-20,Python Programming,Books,North,3,30.76,0,92.28,53.94,38.34,2024-07,Jul 2024
2024-10-07,USB-C Hub,Electronics,West,5,36.72,15,156.06,91.0,65.06,2024-10,Oct 2024
2024-11-01,Casual T-Shirt,Clothing,South,5,21.55,0,107.75,58.19,49.56,2024-11,Nov 2024
2024-05-25,Laptop Stand,Electronics,North,1,44.64,0,44.64,23.39,21.25,2024-05,May 2024
2024-01-12,Laptop Stand,Electronics,Central,5,43.48,0,217.4,119.91,97.49,2024-01,Jan 2024
2024-06-06,Casual T-Shirt,Clothing,South,1,18.06,0,18.06,8.45,9.61,2024-06,Jun 2024
2024-12-23,Bluetooth Speaker,Electronics,North,2,71.5,0,143.0,82.62,60.38,2024-12,Dec 2024
2024-11-08,Smart Watch,Electronics,West,3,136.26,0,408.78,216.86,191.92,2024-11,Nov 2024
2024-04-02,Resistance Bands,Sports,North,2,19.03,0,38.06,20.19,17.87,2024-04,Apr 2024
2024-11-04,Smart Watch,Electronics,Central,4,144.55,0,578.2,353.07,225.13,2024-11,Nov 2024
2024-08-13,Smart Watch,Electronics,North,4,158.22,0,632.88,290.77,342.11,2024-08,Aug 2024
2024-12-29,USB-C Hub,Electronics,North,1,35.55,10,31.99,17.94,14.05,2024-12,Dec 2024
2024-03-23,Smart Watch,Electronics,Central,4,153.49,5,583.26,366.75,216.51,2024-03,Mar 2024
2024-02-27,Resistance Bands,Sports,East,1,21.03,0,21.03,10.17,10.86,2024-02,Feb 2024
2024-10-07,Self Help Book,Books,North,3,19.41,0,58.23,30.02,28.21,2024-10,Oct 2024
2024-09-11,USB-C Hub,Electronics,East,4,36.14,5,137.33,67.72,69.61,2024-09,Sep 2024
2024-09-14,Laptop Stand,Electronics,North,4,49.33,0,197.32,100.75,96.57,2024-09,Sep 2024
2024-09-14,Coffee Maker,Home & Kitchen,Central,5,79.78,0,398.9,231.58,167.32,2024-09,Sep 2024
2024-01-06,USB-C Hub,Electronics,East,4,35.29,5,134.1,73.99,60.11,2024-01,Jan 2024
2024-02-09,USB-C Hub,Electronics,North,5,32.22,0,161.1,75.24,85.86,2024-02,Feb 2024
2024-11-05,Yoga Pants,Clothing,Central,4,41.59,0,166.36,97.22,69.14,2024-11,Nov 2024
2024-05-18,Coffee Maker,Home & Kitchen,South,3,81.07,0,243.21,136.96,106.25,2024-05,May 2024
2024-12-17,Knife Set,Home & Kitchen,South,4,48.14,5,182.93,100.02,82.91,2024-12,Dec 2024
2024-04-22,Cutting Board,Home & Kitchen,South,5,25.31,0,126.55,59.08,67.47,2024-04,Apr 2024
2024-03-05,Blender,Home & Kitchen,East,4,53.45,0,213.8,104.48,109.32,2024-03,Mar 2024
2024-06-25,Protein Shaker,Sports,West,1,16.44,0,16.44,8.28,8.16,2024-06,Jun 2024
2024-09-09,Running Shoes,Clothing,North,4,71.21,0,284.84,165.26,119.58,2024-09,Sep 2024
2024-05-14,Self Help Book,Books,West,5,19.73,0,98.65,58.4,40.25,2024-05,May 2024
2024-02-24,USB-C Hub,Electronics,North,2,34.63,0,69.26,44.4,24.86,2024-02,Feb 2024
2024-10-18,Gym Gloves,Sports,West,1,17.88,0,17.88,9.73,8.15,2024-10,Oct 2024
2024-05-22,Casual T-Shirt,Clothing,West,1,21.32,0,21.32,11.04,10.28,2024-05,May 2024
2024-03-25,Protein Shaker,Sports,East,5,15.98,10,71.91,45.16,26.75,2024-03,Mar 2024
2024-04-08,Knife Set,Home & Kitchen,West,3,49.43,0,148.29,91.44,56.85,2024-04,Apr 2024
2024-10-15,Running Shoes,Clothing,West,1,82.36,0,82.36,45.27,37.09,2024-10,Oct 2024
2024-03-04,Casual T-Shirt,Clothing,Central,3,21.19,0,63.57,40.81,22.76,2024-03,Mar 2024
2024-04-09,Cutting Board,Home & Kitchen,South,2,23.54,0,47.08,22.97,24.11,2024-04,Apr 2024
2024-04-05,Smart Watch,Electronics,Central,1,156.01,0,156.01,78.61,77.4,2024-04,Apr 2024
2024-08-17,Jump Rope,Sports,North,1,11.18,10,10.06,6.07,3.99,2024-08,Aug 2024
2024-07-02,Smart Watch,Electronics,North,1,149.45,0,149.45,84.06,65.39,2024-07,Jul 2024
2024-08-08,Air Fryer,Home & Kitchen,Central,3,102.1,0,306.3,146.66,159.64,2024-08,Aug 2024
2024-02-23,Yoga Mat,Sports,North,4,37.39,15,127.13,68.15,58.98,2024-02,Feb 2024
2024-07-30,Running Shoes,Clothing,West,2,82.23,0,164.46,103.06,61.4,2024-07,Jul 2024
2024-02-14,Protein Shaker,Sports,West,4,14.57,0,58.28,37.26,21.02,2024-02,Feb 2024
2024-11-21,Coffee Maker,Home & Kitchen,South,3,79.74,0,239.22,143.71,95.51,2024-11,Nov 2024
2024-10-01,Knife Set,Home & Kitchen,North,3,44.84,0,134.52,60.8,73.72,2024-10,Oct 2024
2024-06-19,Smart Watch,Electronics,East,1,142.35,0,142.35,84.16,58.19,2024-06,Jun 2024
2024-10-19,Wireless Headphones,Electronics,Central,4,86.72,0,346.88,171.48,175.4,2024-10,Oct 2024
2024-10-06,Data Science Guide,Books,Central,3,27.22,0,81.66,41.43,40.23,2024-10,Oct 2024
2024-08-16,Cutting Board,Home & Kitchen,Central,1,26.73,0,26.73,14.75,11.98,2024-08,Aug 2024
2024-12-24,Bluetooth Speaker,Electronics,West,1,60.52,0,60.52,29.8,30.72,2024-12,Dec 2024
2024-05-03,Finance 101,Books,Central,3,21.98,0,65.94,40.99,24.95,2024-05,May 2024
2024-03-01,Laptop Stand,Electronics,Central,2,41.18,0,82.36,48.09,34.27,2024-03,Mar 2024
2024-07-04,Resistance Bands,Sports,East,1,20.24,0,20.24,11.21,9.03,2024-07,Jul 2024
2024-04-24,Yoga Mat,Sports,East,2,36.71,0,73.42,37.7,35.72,2024-04,Apr 2024
2024-07-24,Running Shoes,Clothing,North,3,75.81,0,227.43,115.23,112.2,2024-07,Jul 2024
2024-06-01,Yoga Mat,Sports,South,2,35.54,0,71.08,37.05,34.03,2024-06,Jun 2024
2024-03-29,Cutting Board,Home & Kitchen,West,2,25.31,0,50.62,23.57,27.05,2024-03,Mar 2024
2024-08-25,Gym Gloves,Sports,Central,4,17.55,10,63.18,34.79,28.39,2024-08,Aug 2024
2024-05-03,Coffee Maker,Home & Kitchen,West,2,81.67,0,163.34,88.88,74.46,2024-05,May 2024
2024-11-29,Smart Watch,Electronics,North,3,145.54,5,414.79,248.79,166.0,2024-11,Nov 2024
2024-10-22,USB-C Hub,Electronics,South,1,35.35,10,31.82,15.67,16.15,2024-10,Oct 2024
2024-12-28,Coffee Maker,Home & Kitchen,North,4,79.58,10,286.49,146.59,139.9,2024-12,Dec 2024
2024-10-19,Resistance Bands,Sports,East,1,18.41,0,18.41,9.02,9.39,2024-10,Oct 2024
2024-08-03,Denim Jacket,Clothing,North,5,61.82,0,309.1,186.52,122.58,2024-08,Aug 2024
2024-09-23,Resistance Bands,Sports,West,4,20.22,0,80.88,43.06,37.82,2024-09,Sep 2024
2024-11-09,Wireless Headphones,Electronics,Central,1,96.24,0,96.24,44.95,51.29,2024-11,Nov 2024
2024-07-16,Yoga Pants,Clothing,East,3,36.72,0,110.16,55.37,54.79,2024-07,Jul 2024
2024-03-11,Air Fryer,Home & Kitchen,Central,2,97.77,0,195.54,104.77,90.77,2024-03,Mar 2024
2024-04-03,Blender,Home & Kitchen,South,2,57.52,0,115.04,60.03,55.01,2024-04,Apr 2024
2024-05-28,Finance 101,Books,West,4,23.19,0,92.76,44.56,48.2,2024-05,May 2024
2024-10-18,Wireless Headphones,Electronics,East,5,80.84,5,383.99,216.67,167.32,2024-10,Oct 2024
2024-01-26,Cutting Board,Home & Kitchen,South,2,25.14,0,50.28,24.97,25.31,2024-01,Jan 2024
2024-12-02,Protein Shaker,Sports,East,2,14.7,0,29.4,17.24,12.16,2024-12,Dec 2024
2024-07-22,Smart Watch,Electronics,West,2,158.04,0,316.08,189.07,127.01,2024-07,Jul 2024
2024-05-09,Cutting Board,Home & Kitchen,West,1,25.36,0,25.36,13.33,12.03,2024-05,May 2024
2024-05-08,Denim Jacket,Clothing,Central,1,57.21,0,57.21,28.35,28.86,2024-05,May 2024
2024-05-29,Running Shoes,Clothing,North,2,79.86,5,151.73,80.88,70.85,2024-05,May 2024
2024-02-06,Bluetooth Speaker,Electronics,East,3,68.19,0,204.57,115.58,88.99,2024-02,Feb 2024
2024-03-06,Finance 101,Books,East,4,21.62,0,86.48,46.12,40.36,2024-03,Mar 2024
2024-03-29,Bluetooth Speaker,Electronics,East,5,58.55,0,292.75,186.68,106.07,2024-03,Mar 2024
2024-02-04,Laptop Stand,Electronics,West,1,48.18,0,48.18,30.18,18.0,2024-02,Feb 2024
2024-04-14,Yoga Pants,Clothing,South,2,40.46,0,80.92,37.81,43.11,2024-04,Apr 2024
2024-06-10,Wireless Headphones,Electronics,North,1,85.21,0,85.21,41.07,44.14,2024-06,Jun 2024
2024-12-14,Smart Watch,Electronics,West,2,163.16,0,326.32,204.36,121.96,2024-12,Dec 2024
2024-07-26,Winter Hoodie,Clothing,Central,4,54.23,0,216.92,129.58,87.34,2024-07,Jul 2024
2024-06-15,Denim Jacket,Clothing,East,2,59.11,0,118.22,67.36,50.86,2024-06,Jun 2024
2024-04-14,USB-C Hub,Electronics,Central,2,37.14,5,70.57,39.53,31.04,2024-04,Apr 2024
2024-01-01,Self Help Book,Books,South,5,17.88,0,89.4,57.42,31.98,2024-01,Jan 2024
2024-12-19,Yoga Pants,Clothing,North,5,40.64,0,203.2,106.28,96.92,2024-12,Dec 2024
2024-01-10,Air Fryer,Home & Kitchen,West,5,100.28,0,501.4,235.63,265.77,2024-01,Jan 2024
2024-05-09,Laptop Stand,Electronics,West,5,40.99,0,204.95,130.58,74.37,2024-05,May 2024
2024-02-12,Knife Set,Home & Kitchen,East,2,49.19,0,98.38,60.23,38.15,2024-02,Feb 2024
2024-01-01,Smart Watch,Electronics,North,5,142.74,5,678.02,357.67,320.35,2024-01,Jan 2024
2024-04-23,Denim Jacket,Clothing,Central,3,58.4,0,175.2,84.43,90.77,2024-04,Apr 2024
2024-06-26,Gym Gloves,Sports,East,2,18.88,0,37.76,19.49,18.27,2024-06,Jun 2024
2024-11-21,Self Help Book,Books,East,4,17.02,10,61.27,38.7,22.57,2024-11,Nov 2024
2024-11-26,Data Science Guide,Books,North,1,32.46,0,32.46,15.07,17.39,2024-11,Nov 2024
2024-06-17,Protein Shaker,Sports,West,4,14.41,0,57.64,28.01,29.63,2024-06,Jun 2024
2024-06-17,Knife Set,Home & Kitchen,South,5,47.1,0,235.5,121.45,114.05,2024-06,Jun 2024
2024-06-16,Smart Watch,Electronics,North,2,142.01,0,284.02,139.5,144.52,2024-06,Jun 2024
2024-11-26,Yoga Pants,Clothing,Central,4,38.87,0,155.48,85.82,69.66,2024-11,Nov 2024
2024-01-20,Yoga Pants,Clothing,East,2,39.87,0,79.74,37.72,42.02,2024-01,Jan 2024
2024-09-09,Python Programming,Books,South,3,30.01,0,90.03,54.25,35.78,2024-09,Sep 2024
2024-05-21,Data Science Guide,Books,South,3,29.26,10,79.0,36.65,42.35,2024-05,May 2024
2024-06-23,USB-C Hub,Electronics,North,3,36.79,0,110.37,61.39,48.98,2024-06,Jun 2024
2024-12-12,USB-C Hub,Electronics,Central,5,37.45,5,177.89,99.6,78.29,2024-12,Dec 2024
2024-03-17,Knife Set,Home & Kitchen,East,2,43.39,0,86.78,46.46,40.32,2024-03,Mar 2024
2024-03-17,Laptop Stand,Electronics,South,2,45.62,0,91.24,54.88,36.36,2024-03,Mar 2024
2024-03-24,Running Shoes,Clothing,Central,1,78.95,0,78.95,39.14,39.81,2024-03,Mar 2024
2024-02-12,Resistance Bands,Sports,North,4,18.03,5,68.51,35.76,32.75,2024-02,Feb 2024
2024-02-18,Cutting Board,Home & Kitchen,South,3,24.1,10,65.07,41.42,23.65,2024-02,Feb 2024
2024-07-24,Jump Rope,Sports,North,1,12.84,0,12.84,6.07,6.77,2024-07,Jul 2024
2024-03-15,Wireless Headphones,Electronics,East,5,93.43,5,443.79,268.16,175.63,2024-03,Mar 2024
2024-02-02,Smart Watch,Electronics,East,1,158.98,5,151.03,77.12,73.91,2024-02,Feb 2024
2024-09-02,Running Shoes,Clothing,West,5,81.7,0,408.5,203.43,205.07,2024-09,Sep 2024
2024-12-26,USB-C Hub,Electronics,East,2,37.88,0,75.76,43.51,32.25,2024-12,Dec 2024
2024-05-12,Laptop Stand,Electronics,South,3,43.66,0,130.98,72.92,58.06,2024-05,May 2024
2024-05-10,USB-C Hub,Electronics,West,1,37.14,0,37.14,18.14,19.0,2024-05,May 2024
2024-01-13,Cutting Board,Home & Kitchen,North,4,22.87,5,86.91,43.08,43.83,2024-01,Jan 2024
2024-05-20,Coffee Maker,Home & Kitchen,Central,5,72.31,0,361.55,207.3,154.25,2024-05,May 2024
2024-01-10,Laptop Stand,Electronics,West,4,45.77,0,183.08,98.71,84.37,2024-01,Jan 2024
2024-08-16,Python Programming,Books,Central,4,26.69,0,106.76,58.84,47.92,2024-08,Aug 2024
2024-03-29,Smart Watch,Electronics,Central,3,155.84,0,467.52,229.57,237.95,2024-03,Mar 2024
2024-05-26,Winter Hoodie,Clothing,East,1,54.89,0,54.89,33.51,21.38,2024-05,May 2024
2024-12-10,Wireless Headphones,Electronics,South,2,85.15,0,170.3,98.22,72.08,2024-12,Dec 2024
2024-10-09,Yoga Pants,Clothing,South,2,37.46,0,74.92,40.19,34.73,2024-10,Oct 2024
2024-11-16,Cutting Board,Home & Kitchen,East,4,25.37,0,101.48,56.96,44.52,2024-11,Nov 2024
2024-07-12,Knife Set,Home & Kitchen,South,4,40.8,0,163.2,90.55,72.65,2024-07,Jul 2024
2024-03-13,Smart Watch,Electronics,North,4,156.63,0,626.52,287.34,339.18,2024-03,Mar 2024
2024-07-28,Winter Hoodie,Clothing,West,1,60.15,0,60.15,39.08,21.07,2024-07,Jul 2024
2024-05-14,Jump Rope,Sports,South,2,12.39,0,24.78,15.96,8.82,2024-05,May 2024
2024-08-29,Cutting Board,Home & Kitchen,Central,3,23.46,0,70.38,44.45,25.93,2024-08,Aug 2024
2024-04-01,Data Science Guide,Books,North,5,27.73,0,138.65,86.78,51.87,2024-04,Apr 2024
2024-02-26,Running Shoes,Clothing,North,2,81.68,0,163.36,88.57,74.79,2024-02,Feb 2024
2024-12-30,Coffee Maker,Home & Kitchen,Central,1,86.65,0,86.65,52.41,34.24,2024-12,Dec 2024
2024-06-28,Cutting Board,Home & Kitchen,West,2,27.17,0,54.34,32.65,21.69,2024-06,Jun 2024
2024-10-14,Bluetooth Speaker,Electronics,North,4,67.02,0,268.08,135.68,132.4,2024-10,Oct 2024
2024-09-27,Business Strategy,Books,East,4,21.07,0,84.28,39.11,45.17,2024-09,Sep 2024
2024-03-13,Gym Gloves,Sports,West,3,18.45,0,55.35,33.28,22.07,2024-03,Mar 2024
2024-03-16,Bluetooth Speaker,Electronics,East,3,63.42,0,190.26,89.3,100.96,2024-03,Mar 2024
2024-03-22,Casual T-Shirt,Clothing,West,4,19.59,0,78.36,50.64,27.72,2024-03,Mar 2024
2024-11-25,Laptop Stand,Electronics,West,1,48.8,0,48.8,25.67,23.13,2024-11,Nov 2024
2024-01-27,Coffee Maker,Home & Kitchen,Central,1,83.07,0,83.07,50.84,32.23,2024-01,Jan 2024
2024-11-02,Jump Rope,Sports,North,2,12.56,0,25.12,15.7,9.42,2024-11,Nov 2024
2024-10-12,Wireless Headphones,Electronics,Central,5,84.6,0,423.0,222.77,200.23,2024-10,Oct 2024
2024-02-17,Python Programming,Books,North,5,28.05,0,140.25,80.27,59.98,2024-02,Feb 2024
2024-11-22,Air Fryer,Home & Kitchen,North,3,99.96,15,254.9,137.07,117.83,2024-11,Nov 2024
2024-10-06,Coffee Maker,Home & Kitchen,Central,5,84.68,0,423.4,270.76,152.64,2024-10,Oct 2024
2024-05-03,Running Shoes,Clothing,South,2,75.66,0,151.32,82.42,68.9,2024-05,May 2024
2024-01-02,Coffee Maker,Home & Kitchen,West,4,79.5,0,318.0,146.09,171.91,2024-01,Jan 2024
2024-01-04,Coffee Maker,Home & Kitchen,North,5,78.06,5,370.78,235.77,135.01,2024-01,Jan 2024
2024-06-12,Blender,Home & Kitchen,East,2,57.42,0,114.84,57.56,57.28,2024-06,Jun 2024
2024-10-13,Bluetooth Speaker,Electronics,South,5,60.99,0,304.95,166.8,138.15,2024-10,Oct 2024
2024-10-14,Winter Hoodie,Clothing,North,2,51.12,0,102.24,47.47,54.77,2024-10,Oct 2024
2024-09-13,Cutting Board,Home & Kitchen,North,1,25.53,0,25.53,11.76,13.77,2024-09,Sep 2024
2024-10-23,Wireless Headphones,Electronics,East,1,89.8,0,89.8,57.44,32.36,2024-10,Oct 2024
2024-03-29,Finance 101,Books,Central,1,23.97,0,23.97,15.48,8.49,2024-03,Mar 2024
2024-01-02,USB-C Hub,Electronics,South,1,32.4,0,32.4,16.36,16.04,2024-01,Jan 2024
2024-05-10,Jump Rope,Sports,North,3,11.51,0,34.53,15.75,18.78,2024-05,May 2024
2024-09-03,Yoga Mat,Sports,South,4,31.96,15,108.66,49.75,58.91,2024-09,Sep 2024
2024-07-19,Air Fryer,Home & Kitchen,South,4,99.64,0,398.56,235.38,163.18,2024-07,Jul 2024
2024-03-01,Laptop Stand,Electronics,West,2,42.63,0,85.26,48.19,37.07,2024-03,Mar 2024
2024-06-29,Blender,Home & Kitchen,Central,5,53.38,0,266.9,122.76,144.14,2024-06,Jun 2024
2024-04-21,Wireless Headphones,Electronics,East,4,87.15,0,348.6,190.99,157.61,2024-04,Apr 2024
2024-04-26,Blender,Home & Kitchen,East,3,58.05,0,174.15,100.86,73.29,2024-04,Apr 2024
2024-08-15,Bluetooth Speaker,Electronics,North,3,71.3,10,192.51,94.22,98.29,2024-08,Aug 2024
2024-12-21,Jump Rope,Sports,East,3,12.84,0,38.52,20.21,18.31,2024-12,Dec 2024
2024-01-02,Winter Hoodie,Clothing,East,2,56.47,0,112.94,64.47,48.47,2024-01,Jan 2024
2024-05-20,Laptop Stand,Electronics,South,3,46.65,0,139.95,77.02,62.93,2024-05,May 2024
2024-06-26,Finance 101,Books,East,2,23.16,0,46.32,29.88,16.44,2024-06,Jun 2024
2024-02-16,Bluetooth Speaker,Electronics,North,4,68.11,5,258.82,123.12,135.7,2024-02,Feb 2024
2024-02-19,Laptop Stand,Electronics,North,1,46.72,0,46.72,24.8,21.92,2024-02,Feb 2024
2024-09-15,Casual T-Shirt,Clothing,East,2,19.33,0,38.66,18.09,20.57,2024-09,Sep 2024
2024-01-21,Winter Hoodie,Clothing,South,3,54.84,0,164.52,84.06,80.46,2024-01,Jan 2024
2024-11-15,USB-C Hub,Electronics,North,5,32.82,0,164.1,78.72,85.38,2024-11,Nov 2024
2024-03-14,Air Fryer,Home & Kitchen,West,2,102.28,0,204.56,110.88,93.68,2024-03,Mar 2024
2024-05-10,Laptop Stand,Electronics,North,3,42.4,0,127.2,64.35,62.85,2024-05,May 2024
2024-08-28,Smart Watch,Electronics,West,2,153.31,0,306.62,181.39,125.23,2024-08,Aug 2024
2024-06-19,Knife Set,Home & Kitchen,West,5,48.53,0,242.65,142.05,100.6,2024-06,Jun 2024
2024-11-11,Winter Hoodie,Clothing,Central,3,53.95,0,161.85,81.15,80.7,2024-11,Nov 2024
